Date,PM2.5,PM10,NO2,CO,SO2,O3,tavg,rh,wspd,AQI
2018-01-13,230.5,355.43,61.28,2.12,24.28,75.14,13.6,6.313373253493014,5.719522471910112,370.0
2018-01-14,191.47,308.74,54.37,1.72,22.47,64.8,14.0,6.313373253493014,5.719522471910112,365.0
2018-01-15,177.71,309.85,52.51,1.42,19.12,59.73,14.7,6.313373253493014,5.719522471910112,352.0
2018-01-16,133.56,231.04,46.86,1.36,19.06,54.0,16.1,6.313373253493014,5.719522471910112,278.0
2018-01-17,235.06,353.55,47.86,1.61,14.48,64.1,13.6,6.313373253493014,5.719522471910112,350.0
2018-01-18,276.25,428.08,55.08,2.04,21.02,72.89,16.1,6.313373253493014,5.719522471910112,411.0
2018-01-19,253.7,398.16,49.45,1.82,22.27,73.6,15.7,6.313373253493014,5.719522471910112,451.0
2018-01-20,152.33,252.92,38.87,1.31,14.45,43.18,14.2,6.313373253493014,5.719522471910112,351.0
2018-01-21,153.61,274.5,44.09,1.51,16.91,41.49,13.9,6.313373253493014,5.719522471910112,310.0
2018-01-22,202.11,352.68,56.45,1.87,21.64,68.33,15.5,6.313373253493014,5.719522471910112,362.0
2018-01-23,160.79,248.48,47.26,1.43,14.25,48.67,12.6,0.0,5.719522471910112,343.0
2018-01-24,130.16,192.19,35.33,1.32,11.9,42.04,13.0,4.1,5.719522471910112,286.0
2018-01-25,111.75,167.31,40.13,1.37,6.84,43.99,12.4,0.0,5.719522471910112,267.0
2018-01-26,128.45,207.66,38.17,1.43,7.99,44.09,12.0,6.313373253493014,5.719522471910112,263.0
2018-01-27,155.2,271.1,45.14,1.4,7.94,56.12,13.0,6.313373253493014,5.719522471910112,284.0
2018-01-28,150.96,248.26,47.6,1.85,10.26,54.01,13.6,6.313373253493014,5.719522471910112,334.0
2018-01-29,162.48,272.45,54.51,1.96,12.61,60.56,14.3,6.313373253493014,5.719522471910112,332.0
2018-01-30,126.84,212.59,47.59,2.0,14.47,56.85,16.9,6.313373253493014,5.719522471910112,300.0
2018-01-31,123.48,205.56,45.46,2.52,11.35,53.7,17.2,6.313373253493014,5.719522471910112,271.0
2018-02-01,157.33,298.58,63.88,1.62,18.67,60.7,18.7,6.313373253493014,5.719522471910112,293.0
2018-02-02,140.35,282.16,54.28,1.49,12.25,52.12,17.7,6.313373253493014,5.719522471910112,318.0
2018-02-03,115.05,239.61,51.46,1.29,14.2,52.29,16.0,6.313373253493014,5.719522471910112,277.0
2018-02-04,133.8,252.13,46.74,1.3,13.2,52.23,14.4,6.313373253493014,5.719522471910112,284.0
2018-02-05,163.6,308.37,63.42,1.33,14.77,43.11,14.8,6.313373253493014,5.719522471910112,313.0
2018-02-06,143.29,274.72,56.51,1.21,14.94,41.11,16.0,6.313373253493014,5.719522471910112,324.0
2018-02-07,131.49,246.92,54.53,1.18,14.58,49.34,15.0,6.313373253493014,5.719522471910112,287.0
2018-02-08,186.19,338.61,74.83,1.75,13.8,45.91,13.9,6.313373253493014,5.719522471910112,334.0
2018-02-09,203.33,348.94,74.5,1.7,14.35,49.11,14.6,6.313373253493014,5.719522471910112,375.0
2018-02-10,209.7,373.06,99.06,2.55,13.77,53.31,14.2,6.313373253493014,5.719522471910112,378.0
2018-02-11,148.13,300.96,62.4,1.56,14.45,43.54,17.4,6.313373253493014,5.719522471910112,350.0
2018-02-12,72.36,153.11,33.08,0.97,8.58,37.47,16.4,6.313373253493014,5.719522471910112,218.0
2018-02-13,103.93,170.12,46.48,1.21,10.25,38.83,16.4,6.313373253493014,5.719522471910112,189.0
2018-02-14,76.92,149.43,34.92,0.96,9.03,38.43,16.4,6.313373253493014,5.719522471910112,217.0
2018-02-15,94.49,173.59,38.54,1.03,11.47,40.95,17.5,6.313373253493014,5.719522471910112,189.0
2018-02-16,123.19,219.11,48.33,1.21,12.49,38.4,17.7,6.313373253493014,5.719522471910112,248.0
2018-02-17,127.8,244.27,49.9,1.27,15.01,44.13,18.4,6.313373253493014,5.719522471910112,277.0
2018-02-18,127.27,234.67,50.94,1.36,12.17,45.75,16.9,6.313373253493014,5.719522471910112,284.0
2018-02-19,172.55,315.75,71.76,1.96,15.25,49.74,18.1,6.313373253493014,5.719522471910112,321.0
2018-02-20,167.16,317.53,68.29,1.89,14.53,51.27,19.0,6.313373253493014,5.719522471910112,335.0
2018-02-21,172.99,346.46,92.54,2.42,13.97,57.47,21.5,6.313373253493014,5.719522471910112,347.0
2018-02-22,159.67,313.47,66.4,1.8,15.89,47.69,22.0,6.313373253493014,5.719522471910112,333.0
2018-02-23,163.75,333.99,70.77,1.81,16.26,48.62,22.8,6.313373253493014,5.719522471910112,331.0
2018-02-24,164.2,349.29,62.66,1.52,15.09,55.26,23.9,6.313373253493014,5.719522471910112,347.0
2018-02-25,106.26,222.46,42.88,1.0,14.34,43.87,22.5,6.313373253493014,5.719522471910112,317.0
2018-02-26,67.27,156.72,33.59,0.88,9.64,43.19,21.1,6.313373253493014,5.719522471910112,170.0
2018-02-27,85.53,178.51,43.12,1.15,10.72,40.51,22.3,6.313373253493014,5.719522471910112,167.0
2018-02-28,143.25,279.26,52.5,1.47,14.52,46.16,22.9,6.313373253493014,5.719522471910112,274.0
2018-03-01,120.71,256.86,51.74,1.43,14.9,40.69,21.7,6.313373253493014,5.719522471910112,293.0
2018-03-02,139.18,253.32,50.64,1.64,11.52,45.55,22.9,6.313373253493014,5.719522471910112,300.0
2018-03-03,98.25,205.92,41.07,1.18,12.93,38.38,24.0,6.313373253493014,5.719522471910112,244.0
2018-03-04,79.83,182.26,39.02,0.99,12.95,34.95,22.6,6.313373253493014,5.719522471910112,205.0
2018-03-05,76.96,164.74,39.58,0.99,12.7,40.45,21.6,6.313373253493014,5.719522471910112,180.0
2018-03-06,75.45,163.52,37.92,0.94,12.99,44.99,21.0,6.313373253493014,5.719522471910112,170.0
2018-03-07,87.62,178.53,45.6,1.11,13.23,45.24,21.8,6.313373253493014,5.719522471910112,192.0
2018-03-08,139.88,283.57,79.5,1.84,16.98,57.76,22.6,6.313373253493014,5.719522471910112,262.0
2018-03-09,134.76,274.89,65.86,1.64,18.68,52.43,23.4,6.313373253493014,5.719522471910112,316.0
2018-03-10,75.67,171.69,39.85,0.95,14.8,41.74,23.9,6.313373253493014,5.719522471910112,207.0
2018-03-11,88.3,183.74,41.81,1.08,15.41,46.28,23.6,6.313373253493014,5.719522471910112,179.0
2018-03-12,105.29,223.67,45.32,1.18,17.48,44.49,24.8,6.313373253493014,5.719522471910112,236.0
2018-03-13,109.22,245.66,56.5,1.54,17.22,43.79,25.9,6.313373253493014,5.719522471910112,241.0
2018-03-14,116.62,328.98,64.82,1.63,17.39,48.03,24.8,6.313373253493014,5.719522471910112,287.0
2018-03-15,108.98,314.72,48.86,1.23,16.08,37.77,25.0,6.313373253493014,5.719522471910112,314.0
2018-03-16,111.67,256.67,41.48,1.09,16.61,43.04,24.0,6.313373253493014,5.719522471910112,269.0
2018-03-17,81.57,170.16,32.61,1.09,13.63,37.89,24.0,6.313373253493014,5.719522471910112,218.0
2018-03-18,82.15,173.07,31.72,1.2,17.22,45.83,23.5,6.313373253493014,5.719522471910112,177.0
2018-03-19,81.93,197.13,43.85,1.1,16.95,44.89,24.6,6.313373253493014,5.719522471910112,177.0
2018-03-20,109.99,249.2,55.71,1.42,20.52,51.95,26.1,6.313373253493014,5.719522471910112,224.0
2018-03-21,133.53,280.94,45.33,1.36,24.36,52.82,26.1,0.0,5.719522471910112,302.0
2018-03-22,83.4,176.02,33.49,1.0,17.14,45.99,24.8,6.313373253493014,5.719522471910112,226.0
2018-03-23,64.2,151.45,34.53,0.89,12.75,46.6,24.1,6.313373253493014,5.719522471910112,171.0
2018-03-24,78.4,186.62,37.32,0.91,14.56,50.02,25.4,6.313373253493014,5.719522471910112,183.0
2018-03-25,85.34,190.95,34.66,0.96,15.57,54.47,25.7,6.313373253493014,5.719522471910112,202.0
2018-03-26,85.9,198.67,41.2,1.06,16.28,52.72,26.3,6.313373253493014,5.719522471910112,203.0
2018-03-27,111.26,256.4,60.75,1.52,18.5,49.55,27.1,6.313373253493014,5.719522471910112,246.0
2018-03-28,117.78,280.25,71.04,1.74,16.27,57.85,28.8,6.313373253493014,5.719522471910112,293.0
2018-03-29,95.98,217.49,41.56,1.01,16.53,57.43,27.8,6.313373253493014,5.719522471910112,238.0
2018-03-30,96.45,241.13,45.84,1.11,15.95,58.75,27.9,6.313373253493014,5.719522471910112,234.0
2018-03-31,101.59,292.49,44.76,1.17,16.59,67.56,26.9,6.313373253493014,5.719522471910112,269.0
2018-04-01,75.14,199.8,37.97,1.01,14.13,68.76,27.8,6.313373253493014,5.719522471910112,217.0
2018-04-02,96.38,241.96,48.52,1.22,16.54,64.33,27.6,6.313373253493014,5.719522471910112,217.0
2018-04-03,101.18,252.21,51.63,1.28,17.36,67.6,29.4,6.313373253493014,5.719522471910112,239.0
2018-04-04,111.82,262.69,52.51,1.44,16.58,65.46,30.2,6.313373253493014,5.719522471910112,244.0
2018-04-05,152.56,337.64,60.24,1.76,19.67,64.73,30.4,6.313373253493014,5.719522471910112,329.0
2018-04-06,100.5,231.2,44.92,1.42,19.96,54.04,27.8,6.313373253493014,5.719522471910112,271.0
2018-04-07,48.46,132.97,36.94,1.12,10.48,54.42,27.9,5.1,5.719522471910112,170.0
2018-04-08,50.27,137.52,34.29,1.09,10.5,56.29,29.4,0.0,5.719522471910112,142.0
2018-04-09,49.56,123.41,39.45,1.35,10.77,42.76,25.2,2.0,5.719522471910112,133.0
2018-04-10,93.89,251.98,45.16,1.57,12.65,60.94,28.4,1.0,5.719522471910112,205.0
2018-04-11,48.61,125.53,32.33,0.99,11.21,46.34,26.6,0.0,5.719522471910112,179.0
2018-04-12,46.21,109.03,40.94,1.3,10.07,48.2,26.8,5.1,5.719522471910112,135.0
2018-04-13,83.96,196.02,54.68,1.78,13.37,47.74,25.8,0.0,5.719522471910112,201.0
2018-04-14,97.16,235.01,59.41,2.12,15.77,47.69,28.1,6.313373253493014,5.719522471910112,233.0
2018-04-15,107.36,258.52,67.79,2.26,17.56,53.47,30.1,6.313373253493014,5.719522471910112,240.0
2018-04-16,119.75,334.05,76.17,2.51,21.02,55.85,30.8,6.313373253493014,5.719522471910112,296.0
2018-04-17,81.97,260.67,57.84,1.56,13.57,49.19,31.4,6.313373253493014,5.719522471910112,266.0
2018-04-18,73.44,256.18,40.44,1.04,13.29,51.01,32.0,6.313373253493014,5.719522471910112,216.0
2018-04-19,89.49,282.24,51.78,1.19,16.76,53.3,31.1,6.313373253493014,5.719522471910112,242.0
2018-04-20,100.01,385.04,40.56,0.91,15.55,48.98,32.7,6.313373253493014,5.719522471910112,271.0
2018-04-21,119.24,480.07,30.99,0.89,12.08,61.05,29.2,6.313373253493014,5.719522471910112,444.0
2018-04-22,62.06,208.53,31.63,0.85,16.92,60.81,28.6,6.313373253493014,5.719522471910112,302.0
2018-04-23,76.11,219.94,39.43,1.03,12.89,63.78,29.2,6.313373253493014,5.719522471910112,197.0
2018-04-24,108.64,274.05,57.07,1.28,17.01,59.45,29.8,6.313373253493014,5.719522471910112,242.0
2018-04-25,117.56,313.41,82.47,2.02,15.1,48.81,31.7,6.313373253493014,5.719522471910112,287.0
2018-04-26,142.82,397.1,78.5,2.09,17.89,65.07,33.2,6.313373253493014,5.719522471910112,329.0
2018-04-27,107.47,336.49,49.86,1.41,12.96,69.49,32.4,6.313373253493014,5.719522471910112,351.0
2018-04-28,84.13,316.52,36.11,1.14,12.38,75.5,33.3,6.313373253493014,5.719522471910112,288.0
2018-04-29,89.1,259.12,42.57,1.26,16.1,69.07,32.4,6.313373253493014,5.719522471910112,259.0
2018-04-30,79.3,214.51,46.42,1.12,11.9,60.39,33.0,1.0,5.719522471910112,221.0
2018-05-01,54.88,165.91,33.37,0.81,8.8,65.54,31.7,0.0,5.719522471910112,173.0
2018-05-02,66.74,189.28,34.14,1.02,7.65,64.55,28.8,6.313373253493014,5.719522471910112,161.0
2018-05-03,47.25,153.75,31.77,1.23,9.52,50.16,29.6,6.313373253493014,5.719522471910112,167.0
2018-05-04,49.09,123.82,30.44,1.17,9.06,59.09,30.2,5.1,5.719522471910112,146.0
2018-05-05,74.82,196.76,46.75,1.74,11.85,59.48,32.3,0.0,5.719522471910112,174.0
2018-05-06,110.48,290.63,53.69,2.05,14.61,57.57,31.3,6.313373253493014,5.719522471910112,280.0
2018-05-07,111.95,302.1,54.75,2.2,16.31,57.48,31.2,6.313373253493014,5.719522471910112,243.0
2018-05-08,61.0,177.71,27.66,1.31,6.97,61.42,29.1,0.0,5.719522471910112,252.0
2018-05-09,71.99,177.76,46.09,1.46,12.35,53.1,28.3,0.0,5.719522471910112,168.0
2018-05-10,93.45,215.34,52.15,2.41,12.02,57.78,30.9,0.8,5.719522471910112,218.0
2018-05-11,132.39,315.8,65.41,2.73,16.58,65.24,33.6,0.0,5.719522471910112,292.0
2018-05-12,144.33,353.5,74.13,3.2,17.75,67.9,34.8,6.313373253493014,5.719522471910112,330.0
2018-05-13,80.64,236.35,31.22,2.1,11.48,67.88,29.9,6.313373253493014,5.719522471910112,285.0
2018-05-14,49.22,137.39,40.3,2.05,11.3,56.2,30.2,6.313373253493014,5.719522471910112,174.0
2018-05-15,67.23,177.03,39.81,1.91,11.9,62.52,32.2,6.313373253493014,5.719522471910112,173.0
2018-05-16,78.74,221.21,41.79,1.11,9.25,54.41,34.2,0.3,5.719522471910112,194.0
2018-05-17,105.99,288.92,44.14,0.85,13.61,70.39,34.3,0.0,5.719522471910112,240.0
2018-05-18,96.96,241.99,53.88,1.07,13.97,58.67,33.2,0.0,5.719522471910112,254.0
2018-05-19,103.98,284.44,65.52,1.46,12.48,57.66,33.1,6.313373253493014,5.719522471910112,270.0
2018-05-20,83.66,228.61,45.88,1.08,12.65,55.77,33.2,6.313373253493014,5.719522471910112,231.0
2018-05-21,71.25,209.67,42.68,0.91,12.73,60.27,34.1,6.313373253493014,5.719522471910112,208.0
2018-05-22,91.16,243.14,59.07,1.17,15.56,59.41,35.0,6.313373253493014,5.719522471910112,207.0
2018-05-23,129.23,324.0,77.28,1.66,17.57,59.46,34.8,6.313373253493014,5.719522471910112,306.0
2018-05-24,114.13,298.07,57.51,1.34,17.78,53.43,33.1,6.313373253493014,5.719522471910112,303.0
2018-05-25,83.88,249.82,59.34,1.31,12.73,48.95,34.5,6.313373253493014,5.719522471910112,260.0
2018-05-26,103.02,263.49,64.88,1.47,14.9,49.85,34.5,6.313373253493014,5.719522471910112,244.0
2018-05-27,97.37,314.96,58.31,1.1,11.59,56.75,36.1,6.313373253493014,5.719522471910112,268.0
2018-05-28,117.56,290.96,54.01,1.33,15.54,59.11,35.5,6.313373253493014,5.719522471910112,276.0
2018-05-29,112.6,312.18,60.34,1.4,11.93,59.1,37.4,6.313373253493014,5.719522471910112,303.0
2018-05-30,65.76,295.94,33.21,0.95,8.58,59.9,34.5,6.313373253493014,5.719522471910112,272.0
2018-05-31,71.99,235.22,40.76,1.0,9.71,50.6,35.9,6.313373253493014,5.719522471910112,223.0
2018-06-01,79.98,233.97,30.14,0.81,8.24,58.87,34.6,6.313373253493014,5.719522471910112,196.0
2018-06-02,52.6,154.66,29.28,0.98,9.08,60.12,32.3,6.313373253493014,5.719522471910112,183.0
2018-06-03,59.52,140.21,31.51,0.84,7.79,57.87,34.0,6.313373253493014,5.719522471910112,154.0
2018-06-04,64.42,179.31,30.68,0.81,8.14,57.03,35.9,6.313373253493014,5.719522471910112,170.0
2018-06-05,61.72,152.57,27.67,0.82,7.51,48.46,36.3,6.313373253493014,5.719522471910112,160.0
2018-06-06,57.68,159.45,31.11,0.88,9.34,48.47,33.0,6.313373253493014,5.719522471910112,146.0
2018-06-07,73.77,165.33,33.8,0.96,10.1,60.18,35.8,6.313373253493014,5.719522471910112,166.0
2018-06-08,76.78,196.34,31.27,0.95,7.75,54.22,35.2,6.313373253493014,5.719522471910112,180.0
2018-06-09,52.79,136.75,27.39,0.9,6.41,41.95,30.3,6.313373253493014,5.719522471910112,153.0
2018-06-10,67.02,141.09,34.23,0.93,7.35,45.16,33.0,6.313373253493014,5.719522471910112,153.0
2018-06-11,73.22,218.14,34.85,0.9,6.94,46.66,35.6,6.313373253493014,5.719522471910112,186.0
2018-06-12,141.28,497.9,31.72,0.87,8.73,37.85,37.0,6.313373253493014,5.719522471910112,285.0
2018-06-13,261.77,743.98,25.75,0.77,6.91,27.45,37.8,6.313373253493014,5.719522471910112,453.0
2018-06-14,225.49,761.91,25.37,0.72,7.22,43.38,36.8,6.313373253493014,5.719522471910112,522.0
2018-06-15,153.28,613.34,24.61,0.7,7.31,40.15,36.7,6.313373253493014,5.719522471910112,593.0
2018-06-16,127.32,516.85,25.0,0.68,7.29,45.76,35.1,6.313373253493014,5.719522471910112,531.0
2018-06-17,84.47,289.18,22.78,0.68,6.18,44.56,32.1,6.313373253493014,5.719522471910112,384.0
2018-06-18,61.06,166.71,26.68,0.77,7.71,46.41,32.8,6.313373253493014,5.719522471910112,179.0
2018-06-19,52.76,152.06,26.52,0.68,6.5,53.39,34.2,6.313373253493014,5.719522471910112,146.0
2018-06-20,67.55,201.22,33.71,0.77,10.05,60.2,35.2,6.313373253493014,5.719522471910112,175.0
2018-06-21,76.98,273.16,34.82,0.75,9.73,66.75,36.2,0.0,5.719522471910112,221.0
2018-06-22,83.98,247.55,45.06,0.99,12.38,64.38,36.1,6.313373253493014,5.719522471910112,249.0
2018-06-23,81.33,242.29,44.23,0.96,11.68,66.18,36.6,6.313373253493014,5.719522471910112,228.0
2018-06-24,54.15,163.89,34.98,0.77,13.73,59.17,36.5,6.313373253493014,5.719522471910112,194.0
2018-06-25,46.9,155.61,34.92,0.74,12.17,39.06,36.6,6.313373253493014,5.719522471910112,168.0
2018-06-26,29.98,92.12,34.16,0.72,13.16,33.09,32.4,6.313373253493014,5.719522471910112,128.0
2018-06-27,52.48,111.4,31.0,0.84,10.43,44.04,30.3,3.0,5.719522471910112,126.0
2018-06-28,30.07,71.42,29.01,0.76,8.48,33.17,29.9,20.1,5.719522471910112,99.0
2018-06-29,37.11,84.12,30.43,0.87,9.36,31.43,30.7,1.0,5.719522471910112,90.0
2018-06-30,41.41,103.75,32.89,0.91,9.55,31.21,31.3,9.9,5.719522471910112,113.0
2018-07-01,34.18,97.81,28.46,0.78,8.53,28.09,32.6,0.0,5.719522471910112,102.0
2018-07-02,34.24,122.23,25.74,0.65,8.82,33.79,31.2,6.313373253493014,5.719522471910112,111.0
2018-07-03,44.55,109.65,37.27,0.86,10.11,39.78,32.1,6.313373253493014,5.719522471910112,122.0
2018-07-04,45.76,113.75,31.17,0.78,10.14,45.71,31.7,5.1,5.719522471910112,128.0
2018-07-05,50.41,133.6,38.05,0.95,11.14,41.14,31.6,0.0,5.719522471910112,130.0
2018-07-06,57.12,163.19,36.71,0.94,10.27,40.01,32.9,6.313373253493014,5.719522471910112,147.0
2018-07-07,61.93,158.13,34.43,0.9,10.4,53.82,33.7,6.313373253493014,5.719522471910112,155.0
2018-07-08,68.2,179.05,39.85,0.98,11.6,65.27,35.0,6.313373253493014,5.719522471910112,176.0
2018-07-09,70.48,169.96,35.14,0.93,11.0,54.8,33.4,6.313373253493014,5.719522471910112,168.0
2018-07-10,47.48,112.45,28.19,0.81,10.92,43.89,34.1,6.313373253493014,5.719522471910112,140.0
2018-07-11,39.78,102.39,31.82,0.84,11.26,34.6,32.3,6.313373253493014,5.719522471910112,111.0
2018-07-12,46.53,127.08,34.22,0.76,10.92,45.16,32.4,0.0,5.719522471910112,130.0
2018-07-13,28.44,61.6,31.94,0.88,10.69,26.96,29.3,6.313373253493014,5.719522471910112,109.0
2018-07-14,33.82,70.35,31.63,0.84,11.13,29.2,30.3,6.313373253493014,5.719522471910112,96.0
2018-07-15,37.76,78.42,28.9,0.78,10.64,28.01,31.8,6.313373253493014,5.719522471910112,92.0
2018-07-16,37.32,83.03,33.31,0.96,9.51,23.59,29.8,6.313373253493014,5.719522471910112,95.0
2018-07-17,34.26,84.78,30.73,0.87,10.2,31.96,32.6,6.313373253493014,5.719522471910112,105.0
2018-07-18,37.76,97.11,29.45,0.82,11.04,32.43,32.9,6.313373253493014,5.719522471910112,114.0
2018-07-19,35.04,83.54,27.41,0.8,11.14,31.96,32.8,6.313373253493014,5.719522471910112,106.0
2018-07-20,37.26,80.33,33.46,0.89,10.4,24.18,29.2,23.9,5.719522471910112,90.0
2018-07-21,50.21,95.93,36.48,0.97,11.2,32.23,29.2,6.313373253493014,2.8,114.0
2018-07-22,25.81,47.63,27.55,0.83,9.85,24.91,29.0,18.0,3.4,87.0
2018-07-23,32.39,69.73,28.74,0.81,10.43,26.11,30.7,6.313373253493014,4.2,80.0
2018-07-24,39.3,94.8,29.15,0.83,10.78,34.46,32.4,6.313373253493014,3.4,101.0
2018-07-25,34.7,80.13,27.58,0.81,9.99,21.39,29.5,6.313373253493014,3.8,90.0
2018-07-26,32.22,57.98,25.1,0.89,9.27,18.6,26.9,5.1,4.2,90.0
2018-07-27,21.75,35.79,23.41,0.91,9.13,19.82,26.7,46.0,3.5,68.0
2018-07-28,37.69,67.2,21.59,0.73,9.55,24.11,28.2,3.0,5.9,71.0
2018-07-29,44.03,116.89,25.02,0.74,9.37,26.19,30.3,5.1,5.9,100.0
2018-07-30,39.89,122.86,25.06,0.8,8.96,28.09,30.9,24.9,7.1,122.0
2018-07-31,50.59,165.4,28.84,0.91,9.12,27.81,30.0,0.0,7.5,135.0
2018-08-01,55.77,195.09,26.14,0.94,9.71,29.94,31.5,0.5,7.0,155.0
2018-08-02,71.5,268.29,25.2,0.86,10.22,29.3,32.1,0.0,8.7,215.0
2018-08-03,65.46,248.8,26.08,0.78,9.48,28.1,31.5,6.313373253493014,10.4,228.0
2018-08-04,69.75,264.97,28.77,0.76,9.61,29.61,32.3,6.313373253493014,9.1,215.0
2018-08-05,63.57,246.89,24.82,0.71,9.86,25.4,29.7,6.313373253493014,10.9,234.0
2018-08-06,50.64,131.76,26.59,0.9,9.4,27.42,28.1,3.0,4.0,166.0
2018-08-07,44.54,110.19,26.15,0.98,10.65,32.06,28.2,2.0,3.2,123.0
2018-08-08,36.7,76.04,25.24,1.02,9.47,31.12,30.4,4.1,4.6,108.0
2018-08-09,36.84,91.15,24.98,0.89,9.85,34.11,32.0,0.5,4.7,102.0
2018-08-10,46.24,115.63,34.82,1.11,9.66,31.83,30.7,0.0,2.9,111.0
2018-08-11,32.72,98.26,24.06,0.7,8.84,27.66,32.1,45.0,7.4,106.0
2018-08-12,25.7,83.58,23.5,0.66,9.09,23.92,30.4,1.0,5.9,92.0
2018-08-13,32.75,106.03,25.04,0.84,9.26,27.7,30.4,7.9,3.6,102.0
2018-08-14,46.85,126.7,29.49,1.09,9.86,32.47,30.8,0.5,3.9,122.0
2018-08-15,43.0,117.21,23.72,0.84,8.85,34.04,31.1,8.9,4.6,128.0
2018-08-16,36.49,88.06,29.32,1.21,10.43,31.87,30.6,0.0,4.1,109.0
2018-08-17,32.98,80.82,24.58,0.98,9.26,30.62,31.5,3.0,5.5,109.0
2018-08-18,32.11,77.4,26.17,0.88,10.05,30.9,30.4,0.0,3.2,90.0
2018-08-19,47.01,96.0,31.85,1.07,11.4,32.1,28.5,5.1,2.5,100.0
2018-08-20,61.1,125.39,32.54,1.18,10.88,39.36,30.0,40.9,2.9,138.0
2018-08-21,30.98,77.56,27.85,1.02,11.99,31.02,31.7,0.0,4.4,105.0
2018-08-22,29.75,74.91,28.18,0.9,11.43,25.33,30.9,6.313373253493014,3.1,91.0
2018-08-23,31.19,73.3,24.72,0.82,10.82,18.25,29.6,6.313373253493014,5.4,86.0
2018-08-24,23.71,88.0,24.6,0.8,10.4,19.29,30.4,6.313373253493014,8.6,89.0
2018-08-25,21.96,82.69,22.78,0.68,10.9,20.69,30.3,6.313373253493014,8.8,100.0
2018-08-26,23.96,77.21,19.92,0.6,10.31,24.77,31.0,6.313373253493014,7.0,85.0
2018-08-27,24.78,56.62,23.6,0.78,10.82,26.5,29.6,2.0,3.6,82.0
2018-08-28,29.26,58.76,25.52,0.85,10.84,21.91,28.4,50.0,3.8,81.0
2018-08-29,36.06,65.58,26.12,0.9,10.23,21.53,28.7,11.9,2.9,88.0
2018-08-30,41.26,95.47,28.28,0.95,9.97,27.06,30.9,16.0,3.8,97.0
2018-08-31,47.53,152.29,25.96,0.82,9.67,23.57,30.9,0.0,5.5,127.0
2018-09-01,45.19,110.35,28.51,1.02,10.53,19.58,27.1,24.9,4.7,132.0
2018-09-02,40.9,80.4,23.44,0.87,9.81,23.36,26.7,24.9,3.9,116.0
2018-09-03,42.06,72.38,27.63,1.06,9.96,26.15,26.7,36.1,2.3,89.0
2018-09-04,55.72,105.56,35.94,1.29,10.8,26.55,27.0,41.9,2.7,118.0
2018-09-05,39.77,101.8,30.63,1.04,9.62,20.64,28.1,9.9,5.3,108.0
2018-09-06,49.44,138.52,30.88,0.96,10.13,26.24,30.2,2.0,5.6,137.0
2018-09-07,42.11,87.03,37.91,1.1,10.75,28.23,28.3,20.1,3.0,117.0
2018-09-08,35.45,72.63,26.65,0.84,11.38,23.65,28.4,2.0,6.9,105.0
2018-09-09,29.1,56.92,23.58,0.72,10.98,26.36,28.6,6.1,7.7,86.0
2018-09-10,36.99,83.98,29.61,0.88,11.21,29.46,28.7,0.0,3.7,92.0
2018-09-11,28.33,78.11,26.0,0.78,9.77,23.21,30.2,6.313373253493014,7.4,91.0
2018-09-12,28.55,103.27,24.4,0.71,10.31,22.44,30.4,6.313373253493014,11.4,96.0
2018-09-13,27.49,115.88,23.21,0.63,11.24,23.11,30.3,6.313373253493014,11.7,108.0
2018-09-14,31.38,113.92,25.18,0.7,11.21,24.58,29.5,6.313373253493014,8.7,113.0
2018-09-15,37.48,125.81,27.72,0.8,11.74,25.86,29.7,6.313373253493014,7.5,126.0
2018-09-16,43.09,131.43,25.92,0.72,11.14,26.12,29.6,6.313373253493014,6.9,124.0
2018-09-17,55.86,157.59,29.15,0.78,11.12,35.01,30.1,6.313373253493014,5.5,135.0
2018-09-18,54.94,165.11,29.8,0.75,11.95,38.79,30.2,6.313373253493014,6.5,154.0
2018-09-19,58.63,175.12,37.36,0.89,13.43,40.04,28.7,6.313373253493014,5.8,157.0
2018-09-20,73.3,185.23,38.16,0.98,14.41,49.18,30.0,6.313373253493014,3.2,173.0
2018-09-21,46.73,112.51,26.7,0.75,12.74,30.31,28.3,6.313373253493014,7.0,155.0
2018-09-22,24.29,46.36,21.72,0.73,11.11,23.89,25.8,26.9,10.6,76.0
2018-09-23,30.71,54.77,19.88,0.67,11.59,28.89,27.3,2.0,13.4,69.0
2018-09-24,21.46,35.84,25.07,0.74,11.08,19.54,24.8,16.0,12.0,63.0
2018-09-25,21.45,49.41,25.67,0.81,10.88,22.48,24.2,13.0,7.6,63.0
2018-09-26,42.83,108.67,32.38,1.03,11.59,28.54,27.1,0.3,5.7,99.0
2018-09-27,71.44,171.42,37.42,1.5,12.78,35.24,28.0,0.0,3.9,151.0
2018-09-28,83.78,214.66,44.68,1.78,12.98,37.24,29.3,6.313373253493014,3.1,200.0
2018-09-29,92.46,230.62,46.15,1.57,13.08,41.92,29.0,6.313373253493014,3.4,229.0
2018-09-30,69.49,155.26,34.52,1.0,12.38,35.54,28.1,6.313373253493014,5.9,176.0
2018-10-01,65.78,177.08,40.86,1.13,12.7,38.52,28.2,6.313373253493014,4.2,148.0
2018-10-02,76.03,185.21,36.68,1.11,12.25,35.8,28.7,6.313373253493014,2.9,186.0
2018-10-03,63.37,177.17,42.57,1.13,13.36,36.72,28.8,6.313373253493014,1.8,160.0
